consulta	nombre	categoria	direccion	pagina_web	telefono
ferreteria	Humberto Julian Pailanhueque Antil	Ferreterias	Av Recoleta 3508 RECOLETA - RM	www.alecarval.cl	(56)226222635
ferreteria	Ferreteria la Obra	Ferreterias	Bbo. Fco. Rioseco 1557 Los Angeles - VIII Región	NA	(56)432320694
ferreteria	Ferreteria Fenix	Ferreterias	Venancia Leiva 1966 SAN Ramón - RM	NA	(56)225165371
ferreteria	Ferreteria Santa Ines	Ferreterias	Av Las Acacias 02877 SAN Bernardo - RM	NA	(56)225286709
ferreteria	Sueleria Perez	Ferreterias	Carlos Condell 2466 Antofagasta - II Región	NA	(56)552228689
ferreteria	Sergos	Ferreterias	Av Alfredo Silva Carvallo 1101 MAIPÚ - RM	www.sergos.cl	(56)225350763
ferreteria	Ferreteria el Pintor	Ferreterias	Av Recoleta 2171 RECOLETA - RM	NA	(56)226215643
ferreteria	Fuerza Constructora	Ferreterias	Av La Cantera 235 Coquimbo - IV Región	www.fuerzaconstructora.cl	(56)997158958
ferreteria	Ferreteria el Maestro	Ferreterias	Los Ríos 272 Laja - VIII Región	NA	(56)432461153
ferreteria	Serpromaq LTDA.	Ferreterias	Av Ramón Picarte 2479 Valdivia - XIV Región	NA	(56)632239966
ferreteria	Ryc Ferreteria	Ferreterias	Av O'Higgins 1886 MAIPÚ - RM	www.rycferreteria.cl	(56)227661155
ferreteria	Ferreteria dos Estrellas	Ferreterias	Av Antofagasta 291 San Antonio - V Región	NA	(56)352213205
ferreteria	Ferretería Velásquez	Ferreterias	Sargento Aldea 1301 Aysén - XI Región	NA	(56)672333114
ferreteria	Ferreteria Chonchi	Ferreterias	Av Pedro Aguirre Cerda 273 Chonchi - X Región	NA	(56)652671270
ferreteria	Ferretería Remehue	Ferreterias	Av Juan Mackenna 1581 Osorno - X Región	NA	(56)642311180
ferreteria	Importadora Victoria LTDA.	Ferreterias	Salvador Sanfuentes 2746 SANTIAGO - RM	NA	(56)226894003
ferreteria	Marco Antonio Montecinos Cordova y Otros	Ferreterias	Santa Rosa 130 Quillota - V Región	NA	(56)332329152
ferreteria	Ferreteria Rossi E.I.R.L	Ferreterias	Av Almirante Grau 723 Calama - II Región	NA	(56)552540014
ferreteria	Ferreteria Comar San Pedro LTDA.	Ferreterias	Pje Los Arrayanes 10 San Pedro de la Paz - VIII Región	NA	(56)412373825
ferreteria	Ferreteria Andes	Ferreterias	I. Serrano Montaner 502 San Carlos - VIII Región	NA	(56)422411000
ferreteria	Elsa Gomez y Cia	Ferreterias	Colo-Colo 585 Concepción - VIII Región	NA	(56)412234583
ferreteria	Ferreteria el Candado	Ferreterias	Isabel Riquelme 755 Chillán - VIII Región	NA	(56)422222426
ferreteria	Ferreteria y Materiales de Construccion la Brasileña	Ferreterias	Pje Los Maitenes 3502 Coronel - VIII Región	NA	(56)997815959
ferreteria	Ferreteria el Araucano	Ferreterias	Cochrane 698 Arauco - VIII Región	NA	(56)412559327
ferreteria	Distribuidora de Materiales de Construccion Santa Javiera	Ferreterias	Av Orompello 1165 Los Angeles - VIII Región	NA	(56)432317491
ferreteria	Ferreteria Mariyan	Ferreterias	Bilbao 385 Talcahuano - VIII Región	NA	(56)412459868
ferreteria	Comercial Chavez Limitada	Ferreterias	Francisco Bilbao 1557 Pitrufquén - IX Región	NA	(56)452399816
ferreteria	Ferretería Traiguén	Ferreterias	Cnel. G. Urrutia 564 Traiguén - IX Región	NA	(56)452862846
ferreteria	Ferreteria Carcamo Hermanos Limitada	Ferreterias	Av Patricio Lynch 377 Freire - IX Región	NA	(56)452392272
ferreteria	Ferreteria la Campana	Ferreterias	Jorge Montt 1080 Lonquimay - IX Región	NA	(56)452891075
ferreteria	Medina Torres y Otro Lutgarda Mariana	Ferreterias	Matta 48 Temuco - IX Región	NA	(56)452317156
ferreteria	Ferreteria Sepulveda	Ferreterias	Aníbal Pinto 960 Los Sauces - IX Región	NA	(56)452783359
ferreteria	El Surco	Ferreterias	Av Llaima 645 Cunco - IX Región	NA	(56)452573766
ferreteria	Ferreteria Bruzon	Ferreterias	Cmte. Santa Cruz 872 Traiguén - IX Región	NA	(56)452861301
ferreteria	Tampe	Ferreterias	Pje San Pedro 51 Puerto Varas - X Región	NA	(56)652233102
ferreteria	Ferreteria Osorno	Ferreterias	Av Perú 1159 Osorno - X Región	NA	(56)642240290
ferreteria	Ferreteria Sur Ltda	Ferreterias	Valdivia 107 Puerto Montt - X Región	NA	(56)652295191
ferreteria	Comercial Habit y Cia Ltda	Ferreterias	Comercio 327 La Unión - XIV Región	NA	(56)642322755
ferreteria	F y F Gunther Propiedades e Inversiones Limitada	Ferreterias	San Bernardo 328 Puerto Varas - X Región	NA	(56)652232461
ferreteria	Piñeiro Mella Katya Marisol	Ferreterias	Av Presidente Alessandri 034 Queilén - X Región	NA	(56)652611224
ferreteria	Ferreteria Don Pedro	Ferreterias	Errázuriz 1324 Osorno - X Región	NA	(56)642249037
ferreteria	Ferreteria Ferti-Agro	Ferreterias	Bernardo O'Higgins 495 Chonchi - X Región	NA	(56)652671234
ferreteria	Ferreteria Oriente	Ferreterias	Artemio Mansilla 1130 Puerto Montt - X Región	www.ferreteriaoriente.cl	(56)652254563
ferreteria	Ferreteria Mario Marin	Ferreterias	Av Los Héroes 396 Calbuco - X Región	NA	(56)652461389
ferreteria	Materiales para la Construccion Noroeste	Ferreterias	Av Balmaceda 441 Futaleufú - X Región	NA	(56)652721372
ferreteria	13 Lunas Hostel	Ferreterias	Los Carrera 855 Ancud - X Región	NA	(56)652622106
ferreteria	Ferreteria la Nueva	Ferreterias	Caupolicán 393 Chonchi - X Región	NA	(56)652671236
ferreteria	San Miguel	Ferreterias	Av Serrano 19 Quinchao - X Región	NA	(56)652641414
ferreteria	Supermercado y Ferreteria Coñaripe	Ferreterias	Av Guido Beck de Ramberga 630 Panguipulli - XIV Región	NA	(56)632317257
ferreteria	Ferreteria Ten Ten	Ferreterias	Gaspar del Río 245 Maullín - X Región	NA	(56)652451461
ferreteria	Ferreteria Central	Ferreterias	Av Pedro Montt 99 Castro - X Región	NA	(56)642351363
ferreteria	Florencio Segundo Martinez Soto y Cia Limitada	Ferreterias	Manuel Baquedano 499 Natales - XII Región	NA	(56)612411431
ferreteria	Comercial Alsur Limitada	Ferreterias	José Ballesteros 0206 Punta Arenas - XII Región	NA	(56)612262583
ferreteria	Ferreteria Traiguen	Ferreterias	Aníbal Pinto 202 Los Sauces - IX Región	NA	(56)452862846
ferreteria	Ferreteria la Marina	Ferreterias	La Marina 919 San Pedro de la Paz - VIII Región	NA	(56)412375962
ferreteria	Ferreteria Santiago	Ferreterias	Pedro Montt 96 Purranque - X Región	NA	(56)642351218
ferreteria	Ferreteria San Francisco de Asis	Ferreterias	Av 21 de Mayo 1038 TALAGANTE - RM	NA	(56)228151700
ferreteria	Proviciones Industriales K y N Limitada	Ferreterias	M. Concha y Toro 143 PROVIDENCIA - RM	www.ferreteriakyn.jindo.com	(56)227370297
ferreteria	Ferreteria la Economica	Ferreterias	Las Orquídeas 696 Coquimbo - IV Región	NA	(56)512265149
ferreteria	Ferreteria J.M.	Ferreterias	Esmeralda 1230 San Javier - VII Región	NA	(56)732321124
ferreteria	Ferreteria Silva	Ferreterias	Jorge Alessandri 12 Maule - VII Región	NA	(56)712715188
ferreteria	Ev Ingenieria Industrial	Ferreterias	Eleuterio Ramírez 1273 Aysén - XI Región	NA	(56)672334928
ferreteria	Ferreteria Ramirez	Ferreterias	Baquedano 260 LAMPA - RM	www.centrodelmaestro.cl	(56)228422986
ferreteria	Ferreteria Franitasol Ltda	Ferreterias	Av Vicuña Mackenna 2523 PEÑAFLOR - RM	NA	(56)224510875
ferreteria	Ferreteria Jorquera e Hijo LTDA.	Ferreterias	Av José Massoud 275 MELIPILLA - RM	NA	(56)228326867
ferreteria	Ferreteria Express	Ferreterias	Av Mariano Sánchez Fontecilla 11724 PEÑALOLÉN - RM	NA	(56)223585447
ferreteria	Ferreteria y Constructora Rodeo Ltda	Ferreterias	Av Santa María 0792 PROVIDENCIA - RM	NA	(56)228354344
ferreteria	Standard Services LTDA.	Ferreterias	Tadeo Vargas 595 QUINTA Normal - RM	www.stdservices.cl	(56)224551551
ferreteria	Ferretaria Santa Rosa	Ferreterias	Cno Santa Sara 0 LAMPA - RM	www.santarosaferreteria.cl	(56)227331676
ferreteria	Ferreteria Fontt	Ferreterias	Pje 4 362 COLINA - RM	NA	(56)228449111
ferreteria	Miguel Angel Rodriguez y Compania Limitada	Ferreterias	Av Manuel Rodríguez 758 BUIN - RM	NA	(56)225179070
ferreteria	Ferreteria Andina	Ferreterias	Caupolicán 1387 RENCA - RM	NA	(56)224600783
ferreteria	Ferreteria J.A	Ferreterias	Ortúzar 920 MELIPILLA - RM	NA	(56)228324490
ferreteria	Chocalan Materiales de Construccion	Ferreterias	Cno a Rapel 0 MELIPILLA - RM	www.maderaschocalan.cl	(56)226015050
ferreteria	Jorquera y Jorquera	Ferreterias	Av 1 Oriente 145 CERRO Navia - RM	NA	(56)228466417
ferreteria	Ferreteria Maria Ruiz	Ferreterias	Joaquín Aracena 2662 Arica - XV Región	NA	(56)582248725
ferreteria	Ferreteria Myto	Ferreterias	Tambo Quemado 3441 Arica - XV Región	NA	(56)582245420
ferreteria	Ferreteria Jose Chau	Ferreterias	Maipú 559 Arica - XV Región	NA	(56)582253388
ferreteria	Ferreteria Chamir	Ferreterias	Thompson 701 Taltal - II Región	NA	(56)552612341
ferreteria	Comercializadora Maipu	Ferreterias	Maipú 23 Taltal - II Región	NA	(56)552611126
ferreteria	Bello Aravena Marcia del Carmen	Ferreterias	Serrano 804 Taltal - II Región	NA	(56)552611409
ferreteria	Ferreteria la Estrella S.A.	Ferreterias	Esmeralda 2441 Antofagasta - II Región	www.ferreterialaestrella.cl	(56)552268900
ferreteria	Jpg	Ferreterias	Av Manuel Antonio Matta 1120 Taltal - II Región	NA	(56)552613025
ferreteria	Ferreteria Myrian Cabrera	Ferreterias	Av José Tomás Urmeneta 998 Limache - V Región	NA	(56)332412692
ferreteria	Ferreteria Blanco	Ferreterias	12 de Febrero 312 Valparaíso - V Región	NA	(56)322212524
ferreteria	Ferreteria Orrego	Ferreterias	Río Blanco 398 Valparaíso - V Región	NA	(56)322213866
ferreteria	Ferreteria Gonzalez	Ferreterias	Av Cartagena 315 Cartagena - V Región	NA	(56)352450597
ferreteria	Ferreterias Maderas Diaz	Ferreterias	Av Principal 0 Puchuncaví - V Región	NA	(56)322794606
ferreteria	Ferreteria Algarrobo	Ferreterias	Luz Divina 0 Algarrobo - V Región	www.ferreteriaalgarrobo.cl	(56)352483569
ferreteria	Ferreteria Totoral	Ferreterias	Av Isidoro Dubournais 1694 El Quisco - V Región	NA	(56)352471445
ferreteria	Portales	Ferreterias	Esmeralda 593 Quillota - V Región	NA	(56)332311175
ferreteria	Ferreteria Naval	Ferreterias	J. M. Carrera 425 San Antonio - V Región	NA	(56)352286378
ferreteria	Palacios Soto Isolina del Rosario y Otro	Ferreterias	Av Chile 101 Los Andes - V Región	NA	(56)342343067
ferreteria	Ferreteria Romero	Ferreterias	Esmeralda 498 Cartagena - V Región	NA	(56)352450715
ferreteria	Ferreteria Nogales	Ferreterias	Camino Real 2275 Viña del Mar - V Región	NA	(56)983583250
ferreteria	Ferreteria Pronxival	Ferreterias	Capilla 753 Valparaíso - V Región	NA	(56)322216457
ferreteria	Ferreteria Limargala	Ferreterias	Manuel Montt 564 Villa Alemana - V Región	NA	(56)322820198
ferreteria	Ferreteria Santa Blanca	Ferreterias	Padre Hurtado 552 Casablanca - V Región	NA	(56)322741929
ferreteria	Ferreterias Manantial	Ferreterias	Maestranza 1764 San Antonio - V Región	NA	(56)352219946
ferreteria	Ferreteria Zapallar	Ferreterias	Moisés Chacón 163 Zapallar - V Región	NA	(56)332741365
ferreteria	Ferreteria San Pedro	Ferreterias	Av 21 de Mayo 71 Quillota - V Región	NA	(56)332265616
ferreteria	Ferreteria Don Nino	Ferreterias	Cayumanqui 547 Quillón - VIII Región	NA	(56)422214056
ferreteria	Ferreteria la Estrella	Ferreterias	Av General Schneider 255 Concepción - VIII Región	www.jvrobertson.cl	(56)412277379
ferreteria	Villacap	Ferreterias	1 Oriente 354 Concepción - VIII Región	NA	(56)412952375
ferreteria	Ferreteria Gutierrez	Ferreterias	La Cruz 342 Nacimiento - VIII Región	NA	(56)432511051
ferreteria	Ferreteria Nalhbuta	Ferreterias	Nahuelbuta 301 Contulmo - VIII Región	NA	(56)412618260
ferreteria	Ferreteria Muñoz	Ferreterias	Antofagasta 0 Talcahuano - VIII Región	NA	(56)412436902
ferreteria	Ferreteria Caupolican	Ferreterias	Caupolicán 722 Curanilahue - VIII Región	NA	(56)412690662
ferreteria	Ferreteria Santo Domingo	Ferreterias	Arturo Prat 426 Florida - VIII Región	NA	(56)412645254
ferreteria	Ferreteria Nicomax	Ferreterias	Tricacura 840 Coronel - VIII Región	NA	(56)412773877
ferreteria	Sanitarios Kiko	Ferreterias	Av Francia 715 Valparaíso - V Región	www.sanitarioskiko.cl	(56)322253780
ferreteria	Vallejo y Compañia LTDA.	Ferreterias	Dr. Raimundo Charlín 855 RECOLETA - RM	NA	(56)227355832
ferreteria	Mosteiro y Cuadrado LTDA.	Ferreterias	Av Domingo Santa María 4002 RENCA - RM	www.ferreteriamosteiro.cl	(56)226417761
ferreteria	Ferreteria Ivonne Vache Rodriguez	Ferreterias	Av Francia 391 Valparaíso - V Región	NA	(56)322258527
ferreteria	La Bandera	Ferreterias	Av Los Alamos 3163 Alto Hospicio - I Región	NA	(56)572495513
ferreteria	Ferreteria Flores	Ferreterias	Av Cartagena 1098 Cartagena - V Región	NA	(56)352211678
ferreteria	Ferreteria Lalo	Ferreterias	Av Tomás Argomedo 1950 Quinta de Tilcoco - VI Región	NA	(56)722541391
ferreteria	Maderas San Cristobal	Ferreterias	Cno a Los Niches 0 Curicó - VII Región	NA	(56)991311523
ferreteria	Ferreteria Princesa	Ferreterias	Reg. Carlos Aguilera 3 Los Vilos - IV Región	NA	(56)532536007
ferreteria	Colima	Ferreterias	Av Concón 1616 Viña del Mar - V Región	NA	(56)223659455
ferreteria	Ferreteria Carlitos Mendez	Ferreterias	Maipú 219 Linares - VII Región	NA	(56)732226542
ferreteria	Ferreteria San Luis	Ferreterias	Av España 605 San Vicente - VI Región	NA	(56)722574393
ferreteria	Accesorios y Pinturas Automotrices Heca	Ferreterias	Av Almirante Simpson 1650 Coyhaique - XI Región	NA	(56)672210780
ferreteria	Ferreteria Dicar	Ferreterias	Atacama 319 Copiapó - III Región	NA	(56)522212441
ferreteria	Bodega Taqueral	Ferreterias	Lo Castro 0 LAMPA - RM	www.bodegataqueral.cl	(56)228426048
ferreteria	Ferreteria Baza	Ferreterias	Av La Cruz 2011 Puerto Montt - X Región	NA	(56)652343687
ferreteria	Ferremat	Ferreterias	Av Los Pajaritos 4976 MAIPÚ - RM	NA	(56)997494841
ferreteria	Ferreteria el Aguila	Ferreterias	Av Camilo Henríquez 787 Curicó - VII Región	NA	(56)752222972
ferreteria	Ferreteria Franco	Ferreterias	Av Colín 0223 Talca - VII Región	NA	(56)712213246
ferreteria	Ferreteria San Marcos	Ferreterias	Gral. J. I. Zenteno 99 Punta Arenas - XII Región	NA	(56)961216695
ferreteria	Ferreteria la Bodega	Ferreterias	Pte. G. Riesco Errá. 490 San Vicente - VI Región	NA	(56)722583085
ferreteria	Ferreteria Persa	Ferreterias	Millán 45 Rancagua - VI Región	www.ferreteriapersa.cl	(56)722227395
ferreteria	Ataindus LTDA.	Ferreterias	Lautaro Navarro 278 Punta Arenas - XII Región	www.ataindus.com	(56)612223000
ferreteria	Ferreteria Meier	Ferreterias	Pisagua 1395 Victoria - IX Región	NA	(56)452841289
ferreteria	Ferreteria la Mini	Ferreterias	San Antonio 468 SANTIAGO - RM	NA	(56)226395431
ferreteria	Ferreteria Prat	Ferreterias	Arturo Prat 2573 Punta Arenas - XII Región	NA	(56)612265319
ferreteria	Dyfar LTDA.	Ferreterias	Maruri 1129 Rancagua - VI Región	www.dyfar.cl	(56)722235082
ferreteria	Ferreteria Prat	Ferreterias	Arturo Prat 699 Calera - V Región	NA	(56)332222021
ferreteria	Morales Cravero Limitada	Ferreterias	Fresia 275 Pucón - IX Región	NA	(56)452441418
ferreteria	Comercial Frejai Limitada	Ferreterias	Av Alejandro Azolas 3071 Arica - XV Región	NA	(56)582210572
ferreteria	Soc Iquique Comercial e Industrial de Responsabilidad Limita	Ferreterias	Freire 1248 Tocopilla - II Región	NA	(56)552813019
ferreteria	Ferreteria Don Lalo	Ferreterias	Av Linares 899 Coquimbo - IV Región	NA	(56)512241356
ferreteria	Trimac Ltda	Ferreterias	Pudeto 311 Ancud - X Región	www.trimac.cl	(56)652623102
ferreteria	Ferreteria Bogota	Ferreterias	Lira 1818 SANTIAGO - RM	NA	(56)225567118
ferreteria	Ferreteria la Nueva S.A.	Ferreterias	Arlegui 1057 Viña del Mar - V Región	www.ferreterialanueva.cl	(56)322182320
ferreteria	Centro Comercial Roca LTDA.	Ferreterias	Av Salvador 2114 ÑUÑOA - RM	www.comercialroca.cl	(56)222745008
ferreteria	Merceria Dauden Ferreteria	Ferreterias	José Fco. Vergara 890 Viña del Mar - V Región	www.ferreteriadauden.cl	(56)322775234
ferreteria	Comercial Viquival LTDA.	Ferreterias	Calera 1411 Viña del Mar - V Región	www.viquival.cl	(56)322543820
ferreteria	Ferreteria Carramiñana	Ferreterias	Esmeralda 602 Los Andes - V Región	www.carraminana.cl	(56)342421134
ferreteria	Ferretería el Carpintero	Ferreterias	San Diego 820 SANTIAGO - RM	www.elcarpintero.cl	(56)226984785
ferreteria	Ferreteria Lonza	Ferreterias	Serrano 540 Iquique - I Región	www.lonza.cl	(56)572361042
ferreteria	Poch Hermanos Limitada	Ferreterias	San Diego 1888 SANTIAGO - RM	NA	(56)225561564
ferreteria	Comercial el Morro	Ferreterias	Cienfuegos 411 La Serena - IV Región	NA	(56)512216425
ferreteria	Alvaro Casanova Maquinarias	Ferreterias	Av Manuel Antonio Matta 1300 SANTIAGO - RM	www.aco.cl	(56)224724300
ferreteria	Ferreteria Lago	Ferreterias	Av Independencia 3791 CONCHALÍ - RM	www.ferreterialago.cl	(56)227361080
ferreteria	Ferreteria Record	Ferreterias	Arturo Prat 285 Rengo - VI Región	www.ferreteriarecord.cl	(56)722512037
ferreteria	Casa Macera	Ferreterias	Av José Tomás Urmeneta 119 Limache - V Región	NA	(56)332411903
ferreteria	Cobronce	Ferreterias	Sta. C. de Chena 1051 SAN Bernardo - RM	NA	(56)224479100
ferreteria	Ferreteria Mangini	Ferreterias	Almirante Latorre 793 Iquique - I Región	NA	(56)572423042
ferreteria	Ferreteria Moderna	Ferreterias	Rengo 747 Concepción - VIII Región	www.moderna.cl	(56)412229414
ferreteria	Ferreteria San Felipe	Ferreterias	Sotomayor 1948 Calama - II Región	NA	(56)552341014
ferreteria	Darker y CIA. LTDA.	Ferreterias	Carlos Condell 2670 Antofagasta - II Región	NA	(56)552264704
ferreteria	La Casa del Constructor	Ferreterias	Blanco Encalada 95 Quillota - V Región	NA	(56)332312398
ferreteria	Ferreteria Inges	Ferreterias	Angamos 440 Punta Arenas - XII Región	NA	(56)612247410
ferreteria	Mateco LTDA.	Ferreterias	Merino Jarpa 1177 Chañaral - III Región	www.mateco.cl	(56)522480012
ferreteria	Ferreteria Efe-Eme	Ferreterias	Av El Descanso 1132 MAIPÚ - RM	NA	(56)227437801
ferreteria	Ferreteria Fepali	Ferreterias	Av Portales 1330 SAN Bernardo - RM	NA	(56)228415260
ferreteria	Ferreteria Jardin	Ferreterias	Av San Pablo 6471 LO Prado - RM	NA	(56)227731206
ferreteria	Inmobiliaria y Comercial Suarez e Hijos Ltda	Ferreterias	Av Santa Rosa 10815 LA Pintana - RM	NA	(56)225416964
ferreteria	Medrano Ltda	Ferreterias	Av Pedro de Valdivia 5333 ÑUÑOA - RM	NA	(56)222383355
ferreteria	Ferretria Aeropuerto	Ferreterias	Félix Margoz 99 CERRILLOS - RM	NA	(56)225571178
ferreteria	Isidoro Bueno y CIA.	Ferreterias	Moneda 1517 SANTIAGO - RM	NA	(56)226988019
ferreteria	Comercial Ferroquim Chile Limitada	Ferreterias	Eo. de Magallanes 1568 RENCA - RM	NA	(56)226419682
ferreteria	Ferreteria San Jorge	Ferreterias	Coventry 1089 ÑUÑOA - RM	NA	(56)222266645
ferreteria	Eugenio Ravera y Compania Limitada	Ferreterias	Av Gran Av.José Miguel Carrera 6978 LA Cisterna - RM	NA	(56)225589049
ferreteria	Ferreteria la Esmeralda Ltda	Ferreterias	San Diego 1498 SANTIAGO - RM	NA	(56)225552165
ferreteria	Ferreteria Santa Ines	Ferreterias	Barón de Juras R. 4465 CONCHALÍ - RM	NA	(56)227366929
ferreteria	Ferreteria la Bomba	Ferreterias	Av Irarrázaval 2995 ÑUÑOA - RM	NA	(56)222043056
ferreteria	Ferreteria Salvador LTDA.	Ferreterias	Av Salvador 2328 ÑUÑOA - RM	www.ferreteriasalvador.cl	(56)222099803
ferreteria	Ferreteria Carelmapu S.A	Ferreterias	Av Ecuador 4298 ESTACIÓN Central - RM	NA	(56)227764121
ferreteria	Ferreteria Marin	Ferreterias	Lo Campino 5 QUILICURA - RM	NA	(56)226031971
ferreteria	Ferrreteria la Quebrada	Ferreterias	Av La Quebrada 9461 LAS Condes - RM	NA	(56)222020408
ferreteria	Ferreteria la Economica	Ferreterias	Pje Millán Astrain 10694 LA Pintana - RM	NA	(56)225414971
ferreteria	Ferreteria Mantero	Ferreterias	Ctra General San Martín 6197 HUECHURABA - RM	NA	(56)226237568
ferreteria	Construfer	Ferreterias	Av Independencia 5119 CONCHALÍ - RM	NA	(56)226233917
ferreteria	B F B Representaciones Ferreteras	Ferreterias	La Concepción 81 PROVIDENCIA - RM	www.bfb.cl	(56)223641639
ferreteria	Ferreteria el Sella Ltda	Ferreterias	Av Gran Av.José Miguel Carrera 4202 SAN Miguel - RM	NA	(56)225516244
ferreteria	Rincanada	Ferreterias	Monumento 1915 MAIPÚ - RM	NA	(56)225316336
ferreteria	Ferreteria Paloma	Ferreterias	Av San Francisco 8413 PUDAHUEL - RM	NA	(56)226432412
ferreteria	Ferreteria Santa Rosa	Ferreterias	Av Lo Barnechea 799 LO Barnechea - RM	NA	(56)222166106
ferreteria	Ferreteria Segunda Transversal Limitada	Ferreterias	Av 2ª Transversal 3612 MAIPÚ - RM	NA	(56)227465552
ferreteria	Hamilton Piraces y Cia Ltda	Ferreterias	Turquesa 10598 LA Florida - RM	NA	(56)222821725
ferreteria	Lo Ovalle	Ferreterias	Av Lo Ovalle 267 SAN Joaquín - RM	NA	(56)225257355
ferreteria	Covema	Ferreterias	Av Los Zapadores 1054 RECOLETA - RM	NA	(56)226257578
ferreteria	Suiping Lai y CIA. LTDA.	Ferreterias	Salvador Sanfuentes 2740 SANTIAGO - RM	NA	(56)226890226
ferreteria	Vidrieria Crisvic	Ferreterias	Av Gran Av.José Miguel Carrera 8245 LA Cisterna - RM	www.vidrieriascrisvic.cl	(56)988046548
ferreteria	Ferreteria Pucoyam	Ferreterias	Av 18 de Septiembre 1375 PAINE - RM	NA	(56)228244641
ferreteria	Comercial e Industrial Jocchil Limitada	Ferreterias	2ª Transversal 1161 PADRE Hurtado - RM	www.jocchil.cl	(56)228119281
ferreteria	Ferreteria Lorie	Ferreterias	E. Madrid Osorio 418 SAN Bernardo - RM	www.ferreterialorie.cl	(56)228573521
ferreteria	Ferreteria Mc Ferro	Ferreterias	Av Condell 1373 RENCA - RM	NA	(56)227673904
ferreteria	Ferretería Dimasur	Ferreterias	Dieciocho 269 Ancud - X Región	www.dimasur.cl	(56)652624032
ferreteria	Ferreteria la Vara	Ferreterias	Cno La Vara 0 Puerto Montt - X Región	NA	(56)652330504
ferreteria	Ferreteria el Persa	Ferreterias	San Guillermo 423 Mostazal - VI Región	NA	(56)722491409
ferreteria	Flores y Marambio Limitada	Ferreterias	Amsterdam 305 Rancagua - VI Región	NA	(56)722254171
ferreteria	Ferreteria Electrolux	Ferreterias	Av Comercio 211 Requinoa - VI Región	NA	(56)722552237
ferreteria	Ferreteria Casanova	Ferreterias	6 Oriente 998 Talca - VII Región	NA	(56)712223114
ferreteria	Comercial Dimatec Limitada	Ferreterias	Lib. B. O'Higgins 887 Constitución - VII Región	www.dimatec.cl	(56)712613160
ferreteria	Ferreteria la Esperanza	Ferreterias	Zenteno 1496 San Fernando - VI Región	NA	(56)722717651
ferreteria	Ferreteria la Plaza	Ferreterias	Urriola 168 Rengo - VI Región	NA	(56)722686378
ferreteria	Bobinados Hugo Roco	Ferreterias	11 Oriente 1699 Talca - VII Región	www.indelectalca.cl	(56)712716594
ferreteria	Ferreteria Maldonado	Ferreterias	Alc Carlos Fresno 237 Las Cabras - VI Región	NA	(56)722501145
ferreteria	Vcg Ferreteria y Maestranza	Ferreterias	Cno Quinta de Tilcoco 3460 Rengo - VI Región	NA	(56)722522120
ferreteria	Centro Ferretero Carretera Centro	Ferreterias	Gabriela Mistral 04 Peumo - VI Región	NA	(56)722562280
ferreteria	Servic LTDA.	Ferreterias	Alc Carlos Fresno 444 Las Cabras - VI Región	NA	(56)722501324
ferreteria	Ferreteria Fernando	Ferreterias	Errázuriz 447 Doñihue - VI Región	NA	(56)722825637
ferreteria	Comercial Lagos	Ferreterias	Igualdad 200 Parral - VII Región	www.bombaslagos.cl	(56)732461183
ferreteria	Ferreteria Don Chuma	Ferreterias	Diego Portales 90 La Estrella - VI Región	NA	(56)722933711
ferreteria	Ferreteria Agrocomercial Fraybar	Ferreterias	Portales 259 Constitución - VII Región	www.fraybar.cl	(56)712678038
ferreteria	Ferreteria Kanina	Ferreterias	Av Hotu Matua 0 Isla de Pascua - V Región	NA	(56)322100400
ferreteria	Ferretaria el Nico	Ferreterias	Genaro Gallo 1930 Iquique - I Región	www.ferreterianico.cl	(56)572434038
ferreteria	Ferreteria la Isla	Ferreterias	Av Ramón Freire 121 Dalcahue - X Región	NA	(56)652641118
ferreteria	Ferreteria San Pablo	Ferreterias	Av Cruz 701 San Pablo - X Región	NA	(56)642381502
ferreteria	La Estrella	Ferreterias	Matta 49 Temuco - IX Región	NA	(56)452911180
ferreteria	Ferreteria Mauricio	Ferreterias	México 2566 La Serena - IV Región	NA	(56)512251747
ferreteria	Durcas	Ferreterias	Av Cristóbal Colón 6997 Talcahuano - VIII Región	NA	(56)412429156
ferreteria	Ferreteria los Guindos	Ferreterias	Av Egaña 897 PEÑALOLÉN - RM	NA	(56)222261319
ferreteria	Ferreteria el Mosquito	Ferreterias	Santa Ana 1713 SAN Ramón - RM	NA	(56)225252971
ferreteria	Distribuidora de Barniz Uberlinda Quezada	Ferreterias	Av Mapocho 5077 QUINTA Normal - RM	NA	(56)227731361
ferreteria	Ferreteria Claudio	Ferreterias	Vicuña Mackenna 1103 LA Cisterna - RM	NA	(56)225581169
ferreteria	Ferreteria los Aleros	Ferreterias	Av Lo Marcoleta 153 QUILICURA - RM	NA	(56)226277814
ferreteria	Don Memo	Ferreterias	Rosa Ester Rodríguez 7427 CERRILLOS - RM	NA	(56)227422250
ferreteria	Mafral	Ferreterias	Av Alfredo Silva Carvallo 1212 MAIPÚ - RM	NA	(56)225353809
ferreteria	Sociedad Comercial Marima Limitada	Ferreterias	Baquedano 8714 PUDAHUEL - RM	NA	(56)226439233
ferreteria	Ferreteria Horizonte Limitada	Ferreterias	Av Providencia 1320 PROVIDENCIA - RM	NA	(56)222358584
ferreteria	Ferreteria Marsella	Ferreterias	Celia Coloma 0145 RECOLETA - RM	www.ferreteriamarsella.cl	(56)227374250
